FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status,Toluene,UnitsOfToluene,Xylene,UnitsOfXylene,Benzene,UnitsOfBenzene,Ethylbenzene,UnitsOfEthylbenzene,Styrene,UnitsOfStyrene,Methylenechloride,UnitsOfMethylenechloride,11Dichloroethane,UnitsOf11Dichloroethane,12Dichloroethane,UnitsOf12Dichloroethane,chloroform,UnitsOfchloroform,111Trichloroethane,UnitsOf111Trichloroethane,CarbonTetrachloride,UnitsOfCarbonTetrachloride,Trichloroethylene,UnitsOfTrichloroethylene,Tetrachloroethylene,UnitsOfTetrachloroethylene,heavymetal,UnitsOfheavymetal,Dioxin,UnitsOfDioxin
E2501798,勁展綠能有限公司,2011年第2季,2.856,公噸,0,公噸,0.389,公噸,0.634,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2011年第1季,0,公噸,0,公噸,0.046,公噸,0.032,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2011年第1季,0.014,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2011年第1季,2.453,公噸,0,公噸,0.336,公噸,0.549,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2010年第4季,0,公噸,0,公噸,0.057,公噸,0.04,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3491,仲捷股份有限公司,2010年第4季,0,公噸,0,公噸,0.475,公噸,0.329,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3441,成隆商行,2010年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3372,禾美商行,2010年第4季,0,公噸,0,公噸,0.002,公噸,0.048,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3204579,見龍化學工業股份有限公司永安廠,2010年第4季,3.526,公噸,0.006,公噸,0,公噸,0.298,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q69A6716,豐華生物科技股份有限公司嘉義廠,2010年第4季,0,公噸,0,公噸,0.011,公噸,0.077,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O17M3925,力晶積成電子製造股份有限公司P1/2,2010年第4季,2.239,公噸,0,公噸,0.136,公噸,0.147,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N15A2609,大河凡而精機廠股份有限公司線西廠,2010年第4季,0,公噸,0,公噸,0.005,公噸,0.002,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N12A2139,勝雄羽毛廠,2010年第4季,0,公噸,0,公噸,0.285,公噸,0.198,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M33A7416,?邦實業股份有限公司三廠,2010年第4季,15.785,公噸,0,公噸,1.414,公噸,1.041,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B5031,聯合再生能源股份有限公司新竹一廠,2010年第4季,2.675,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2010年第4季,0.023,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H43D3082,新天地活水健康世界,2010年第4季,0,公噸,0,公噸,0.285,公噸,0.198,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H43D3012,中精壓鑄股份有限公司中壢一廠,2010年第4季,0.019,公噸,0,公噸,0.041,公噸,0.463,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4306905,桃園市立內壢高級中等學校,2010年第4季,0,公噸,0,公噸,0,公噸,0.013,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F13A8300,三叔公食品有限公司,2010年第4季,0,公噸,0,公噸,0.454,公噸,0.315,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E56B2030,中鴻鋼鐵股份有限公司酸鍍廠,2010年第4季,0.321,公噸,1.352,公噸,3.09,公噸,2.233,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2010年第4季,2.824,公噸,0,公噸,0.544,公噸,0.603,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E20A4364,可寧衛蘇伊士環境資源股份有限公司,2010年第4季,2.076,公噸,0.117,公噸,0.338,公噸,3.575,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1902497,林園先進材料科技股份有限公司,2010年第4季,1.188,公噸,3.498,公噸,100.091,公噸,102.472,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2011年第2季,0,公噸,0,公噸,0.046,公噸,0.032,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2012年第3季,0,公噸,0,公噸,0.046,公噸,0.032,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2012年第3季,0.025,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2012年第3季,2.296,公噸,0,公噸,0.357,公噸,0.471,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2012年第2季,0,公噸,0,公噸,0.046,公噸,0.032,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2012年第2季,0.023,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2012年第2季,2.449,公噸,0,公噸,0.578,公噸,0.602,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2012年第1季,0,公噸,0,公噸,0.08,公噸,0.055,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2012年第1季,0.028,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2012年第1季,2.734,公噸,0,公噸,0.635,公噸,0.653,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2011年第4季,0,公噸,0,公噸,0.034,公噸,0.024,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2011年第4季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2011年第4季,3.662,公噸,0,公噸,0.447,公噸,0.858,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2013年第3季,0,公噸,0,公噸,0.046,公噸,0.032,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N0720467,豪成實業股份有限公司,2013年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2013年第3季,0.034,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15A0574,永記造漆工業股份有限公司五股廠,2013年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2013年第3季,2.348,公噸,0,公噸,0.251,公噸,0.324,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2013年第2季,0,公噸,0,公噸,0.046,公噸,0.032,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N0720467,豪成實業股份有限公司,2013年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2013年第2季,0.025,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2013年第2季,2.56,公噸,0,公噸,1.035,公噸,0.656,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2013年第1季,0,公噸,0,公噸,0.08,公噸,0.055,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2013年第1季,0.034,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2013年第1季,2.697,公噸,0,公噸,1.101,公噸,0.711,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2012年第4季,0,公噸,0,公噸,0.068,公噸,0.047,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2012年第4季,0.025,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2012年第4季,2.547,公噸,0,公噸,0.39,公噸,0.509,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2015年第3季,0,公噸,0,公噸,0.036,公噸,0.025,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T42B3636,凡事康流體科技股份有限公司,2015年第3季,0.044,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T42B3577,佳洪股份有限公司,2015年第3季,0.026,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T42B3349,殷聖工程有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T42A6099,金利食安科技股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2010439,法務部矯正署高雄女子監獄,2015年第3季,0,公噸,0,公噸,0.285,公噸,0.198,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1900818,建佑醫院,2015年第3季,0,公噸,0,公噸,0.001,公噸,0.01,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N0720467,豪成實業股份有限公司,2015年第3季,2.469,公噸,0,公噸,0,公噸,0.021,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9904409,永安畜牧場,2015年第3季,0,公噸,0,公噸,0.057,公噸,0.04,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9306029,大港開發股份有限公司,2015年第3季,2.12,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9104810,譽典企業股份有限公司,2015年第3季,0.344,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L05A5009,太岳科技有限公司一廠,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L0412606,鑫鎮業企業有限公司,2015年第3季,0,公噸,0,公噸,0.233,公噸,0.161,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2015年第3季,0.177,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15A0574,永記造漆工業股份有限公司五股廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5200930,喜悅大飯店股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3401368,蚵寮商務旅館,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2015年第3季,1.602,公噸,0,公噸,0.072,公噸,0.064,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2301994,假期汽車旅館,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510453,冠騰旅館有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510444,國際大旅社,2015年第3季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510435,雅聖旅館有限公司,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510337,麗都大旅社,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510275,紫園經典旅館有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.014,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B99A0871,?佾商行,2015年第3季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9801881,旭台浪板股份有限公司一廠,2015年第3季,0.094,公噸,0,公噸,0.002,公噸,0.023,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9305991,顓祥泰有限公司,2015年第3季,0.915,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0409434,永成素食品行,2015年第3季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0409201,大豐工業社,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0102618,臺中市大肚區山陽國民小學,2015年第3季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2015年第2季,0,公噸,0,公噸,0.046,公噸,0.032,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T42B3636,凡事康流體科技股份有限公司,2015年第2季,0.019,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T42B3349,殷聖工程有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2010439,法務部矯正署高雄女子監獄,2015年第2季,0,公噸,0,公噸,0.285,公噸,0.198,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1900818,建佑醫院,2015年第2季,0,公噸,0,公噸,0.001,公噸,0.01,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N0720467,豪成實業股份有限公司,2015年第2季,3.082,公噸,0,公噸,0,公噸,0.023,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9904409,永安畜牧場,2015年第2季,0,公噸,0,公噸,0.057,公噸,0.04,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9306029,大港開發股份有限公司,2015年第2季,1.77,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9104810,譽典企業股份有限公司,2015年第2季,0.344,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L05A5009,太岳科技有限公司一廠,2015年第2季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L0412606,鑫鎮業企業有限公司,2015年第2季,0,公噸,0,公噸,0.247,公噸,0.171,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2015年第2季,0.171,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15A0574,永記造漆工業股份有限公司五股廠,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5200930,喜悅大飯店股份有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3401368,蚵寮商務旅館,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2015年第2季,2.047,公噸,0,公噸,0.105,公噸,0.109,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2301994,假期汽車旅館,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510453,冠騰旅館有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510444,國際大旅社,2015年第2季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510435,雅聖旅館有限公司,2015年第2季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510337,麗都大旅社,2015年第2季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510275,紫園經典旅館有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0.014,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B99A0871,?佾商行,2015年第2季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9801881,旭台浪板股份有限公司一廠,2015年第2季,0.094,公噸,0,公噸,0.002,公噸,0.024,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9305991,顓祥泰有限公司,2015年第2季,0.743,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0409434,永成素食品行,2015年第2季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0409201,大豐工業社,2015年第2季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0102618,臺中市大肚區山陽國民小學,2015年第2季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75B3659,旅人驛站鐵花大飯店股份有限公司東旅分公司,2015年第1季,0,公噸,0,公噸,0.08,公噸,0.055,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T42B3636,凡事康流體科技股份有限公司,2015年第1季,0.009,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T42B3349,殷聖工程有限公司,2015年第1季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2010439,法務部矯正署高雄女子監獄,2015年第1季,0,公噸,0,公噸,0.418,公噸,0.29,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1900818,建佑醫院,2015年第1季,0,公噸,0,公噸,0.001,公噸,0.009,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N0720467,豪成實業股份有限公司,2015年第1季,2.636,公噸,0,公噸,0,公噸,0.018,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9306029,大港開發股份有限公司,2015年第1季,1.92,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9104810,譽典企業股份有限公司,2015年第1季,0.344,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L05A5009,太岳科技有限公司一廠,2015年第1季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L0412606,鑫鎮業企業有限公司,2015年第1季,0,公噸,0,公噸,0.266,公噸,0.184,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J59B3699,台灣高美可科技股份有限公司,2015年第1季,0.137,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15A0574,永記造漆工業股份有限公司五股廠,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5200930,喜悅大飯店股份有限公司,2015年第1季,0,公噸,0,公噸,0.003,公噸,0.002,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3401368,蚵寮商務旅館,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2501798,勁展綠能有限公司,2015年第1季,1.459,公噸,0,公噸,0.092,公噸,0.095,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2301994,假期汽車旅館,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510453,冠騰旅館有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510444,國際大旅社,2015年第1季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510435,雅聖旅館有限公司,2015年第1季,0.001,公噸,0,公噸,0,公噸,0.009,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510337,麗都大旅社,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1510275,紫園經典旅館有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0.013,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B99A0871,?佾商行,2015年第1季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9801881,旭台浪板股份有限公司一廠,2015年第1季,0.099,公噸,0,公噸,0.002,公噸,0.024,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9305991,顓祥泰有限公司,2015年第1季,0.752,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0409434,永成素食品行,2015年第1季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0409201,大豐工業社,2015年第1季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0102618,臺中市大肚區山陽國民小學,2015年第1季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
