FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status,Toluene,UnitsOfToluene,Xylene,UnitsOfXylene,Benzene,UnitsOfBenzene,Ethylbenzene,UnitsOfEthylbenzene,Styrene,UnitsOfStyrene,Methylenechloride,UnitsOfMethylenechloride,11Dichloroethane,UnitsOf11Dichloroethane,12Dichloroethane,UnitsOf12Dichloroethane,chloroform,UnitsOfchloroform,111Trichloroethane,UnitsOf111Trichloroethane,CarbonTetrachloride,UnitsOfCarbonTetrachloride,Trichloroethylene,UnitsOfTrichloroethylene,Tetrachloroethylene,UnitsOfTetrachloroethylene,heavymetal,UnitsOfheavymetal,Dioxin,UnitsOfDioxin
K7102978,毅和實業有限公司,2017年第2季,0,公噸,0.001,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
K7102978,毅和實業有限公司,2017年第1季,0,公噸,0.001,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
D8701397,強登建材有限公司,2017年第4季,0,公噸,0.386,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
S2404173,順昱泡棉有限公司,2017年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
S2213707,益利達資源科技股份有限公司,2017年第4季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
N15A2609,大河凡而精機廠股份有限公司線西廠,2017年第4季,0.057,公噸,0,公噸,0.002,公噸,0.012,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
L0506872,現太化工有限公司,2017年第4季,0.036,公噸,0,公噸,0.003,公噸,0.002,公噸,完成核算,0.011,公噸,0.018,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
L0403885,河清金屬工業股份有限公司,2017年第4季,1.855,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,1.82,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
J59B5041,聯合再生能源股份有限公司新竹二廠,2017年第4季,0.149,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
J59B5031,聯合再生能源股份有限公司新竹一廠,2017年第4季,4.392,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
J5901603,權亞石材股份有限公司,2017年第4季,1.3,公噸,0,公噸,0.01,公噸,0.128,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
J5700115,順進橡膠工業股份有限公司,2017年第4季,0.804,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0.054,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H53B0395,台鎔科技材料股份有限公司,2017年第4季,0.592,公噸,0,公噸,0.052,公噸,0.104,公噸,完成核算,0.007,公噸,0.012,公噸,0.015,公噸,0.002,公噸,0,公噸,0.001,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H5001221,福山事業股份有限公司,2017年第4季,0.066,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H49B2644,品茂企業社,2017年第4季,0.057,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H48B5524,至大食品股份有限公司,2017年第4季,0,公噸,0,公噸,0.015,公噸,0.017,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H48B2253,正洸股份有限公司桃園廠,2017年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H46B2540,三友塑膠泡棉有限公司,2017年第4季,0.018,公噸,0,公噸,0,公噸,0,公噸,完成核算,0.006,公噸,0.009,公噸,0,公噸,0,公噸,0,公噸,0.003,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H4639347,亞祿股份有限公司海湖廠,2017年第4季,0.092,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H4600113,鴻來企業股份有限公司,2017年第4季,0.124,公噸,0,公噸,0,公噸,0,公噸,完成核算,0.039,公噸,0.063,公噸,0,公噸,0,公噸,0,公噸,0.022,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H45A4049,奇奕國際股份有限公司,2017年第4季,0.24,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H43D3280,太陽氟素科技股份有限公司,2017年第4季,8.755,公噸,0,公噸,0,公噸,0,公噸,完成核算,5.136,公噸,0.103,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H43D1630,三惠金屬股份有限公司中壢廠,2017年第4季,0.275,公噸,0,公噸,0,公噸,0,公噸,完成核算,0.149,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F1305393,擁立企業股份有限公司,2017年第4季,0.107,公噸,0,公噸,0,公噸,0,公噸,完成核算,0.028,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F11B1153,精華光學股份有限公司汐科廠,2017年第4季,0.505,公噸,0,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F11B0402,精華光學股份有限公司亞太廠,2017年第4季,2.499,公噸,0,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F11B0393,精華光學股份有限公司汐止二廠,2017年第4季,2.554,公噸,0,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F11B0383,精華光學股份有限公司,2017年第4季,2.963,公噸,0,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F09A5035,華城工業股份有限公司,2017年第4季,0,公噸,0,公噸,0.128,公噸,0.133,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E5504335,中信造船股份有限公司林盛廠,2017年第4季,3.568,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,1.845,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E5503276,中信造船股份有限公司新高廠,2017年第4季,3.568,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,1.845,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E5503267,中信造船股份有限公司,2017年第4季,3.568,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,1.845,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E5503258,中信造船股份有限公司新天二廠,2017年第4季,12.488,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,6.458,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E51A3759,雲端旅館股份有限公司,2017年第4季,0,公噸,0,公噸,0.01,公噸,0.007,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E3300526,華德優而優股份有限公司,2017年第4季,32.045,公噸,0,公噸,0,公噸,0,公噸,完成申報,2.281,公噸,0.435,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E3001635,富豐顧問有限公司,2017年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E2904388,新光商務旅館,2017年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E1510177,海星運動有限公司,2017年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E1500895,京宸生醫科技有限公司,2017年第4季,4.69,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,4.69,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B9003803,德金成實業有限公司,2017年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B8802517,壯佳果股份有限公司幼獅廠,2017年第4季,0.633,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B8800764,展弈金屬企業有限公司,2017年第4季,0,公噸,0,公噸,0.002,公噸,0.001,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B8605723,彩峰塑膠股份有限公司一廠,2017年第4季,0.022,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B0509733,京慶事業有限公司,2017年第4季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B0509251,廣羅資訊有限公司,2017年第4季,0.092,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B0507953,達音創研股份有限公司,2017年第4季,0.031,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
S2404173,順昱泡棉有限公司,2017年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
S2213707,益利達資源科技股份有限公司,2017年第3季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
N15A2609,大河凡而精機廠股份有限公司線西廠,2017年第3季,0.086,公噸,0,公噸,0.004,公噸,0.018,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
L0506872,現太化工有限公司,2017年第3季,0.048,公噸,0,公噸,0.003,公噸,0.002,公噸,完成核算,0.015,公噸,0.024,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
L0403885,河清金屬工業股份有限公司,2017年第3季,3.661,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,3.64,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
K72A4864,超豐電子股份有限公司頭份廠,2017年第3季,3.017,公噸,0,公噸,0.068,公噸,0.325,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
J59B5041,聯合再生能源股份有限公司新竹二廠,2017年第3季,0.227,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
J59B5031,聯合再生能源股份有限公司新竹一廠,2017年第3季,6.78,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
J5901603,權亞石材股份有限公司,2017年第3季,0.751,公噸,0,公噸,0.004,公噸,0.055,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
J5700115,順進橡膠工業股份有限公司,2017年第3季,0.758,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0.037,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H48B5524,至大食品股份有限公司,2017年第3季,0,公噸,0,公噸,0.046,公噸,0.032,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H48B2253,正洸股份有限公司桃園廠,2017年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
H43D1630,三惠金屬股份有限公司中壢廠,2017年第3季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0.003,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F1305393,擁立企業股份有限公司,2017年第3季,0.104,公噸,0,公噸,0,公噸,0,公噸,完成核算,0.037,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F11B0402,精華光學股份有限公司亞太廠,2017年第3季,10.062,公噸,0,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F11B0393,精華光學股份有限公司汐止二廠,2017年第3季,2.366,公噸,0,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F11B0383,精華光學股份有限公司,2017年第3季,3.169,公噸,0,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
F09A5035,華城工業股份有限公司,2017年第3季,0,公噸,0,公噸,0.198,公噸,0.13,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E5504335,中信造船股份有限公司林盛廠,2017年第3季,1.842,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0.919,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E5503276,中信造船股份有限公司新高廠,2017年第3季,1.842,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0.919,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E5503267,中信造船股份有限公司,2017年第3季,1.842,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0.919,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E5503258,中信造船股份有限公司新天二廠,2017年第3季,6.446,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,3.215,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E51A3759,雲端旅館股份有限公司,2017年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E3300526,華德優而優股份有限公司,2017年第3季,21.586,公噸,0,公噸,0,公噸,0,公噸,完成申報,0.544,公噸,0.109,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E3001635,富豐顧問有限公司,2017年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E2904388,新光商務旅館,2017年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E1510177,海星運動有限公司,2017年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
E1500895,京宸生醫科技有限公司,2017年第3季,5.44,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,5.44,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B9003803,德金成實業有限公司,2017年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B8802517,壯佳果股份有限公司幼獅廠,2017年第3季,0.697,公噸,0,公噸,0.142,公噸,0.099,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B8800764,展弈金屬企業有限公司,2017年第3季,0,公噸,0,公噸,0.002,公噸,0.001,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B8605723,彩峰塑膠股份有限公司一廠,2017年第3季,0.012,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B0509733,京慶事業有限公司,2017年第3季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B0509251,廣羅資訊有限公司,2017年第3季,0.09,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
B0507953,達音創研股份有限公司,2017年第3季,0.026,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
S2404173,順昱泡棉有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
S2213707,益利達資源科技股份有限公司,2017年第2季,0.012,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
N15A2609,大河凡而精機廠股份有限公司線西廠,2017年第2季,0.091,公噸,0,公噸,0.004,公噸,0.018,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,,,,
